RecordID,IP Address,LoggedInFlag,ServerID,VisitPageFlag
350,188.12.246.2,0,1,0
351,216.4.198.2,1,2,0
352,82.7.130.6,1,2,0
353,105.15.114.2,1,1,0
354,128.10.187.8,1,1,0
355,61.10.105.8,1,1,0
356,229.8.121.6,0,2,1
357,196.12.198.9,0,2,0
358,93.13.81.4,0,2,0
359,121.1.201.5,0,2,0
360,248.2.212.5,0,1,0
361,26.6.160.6,0,2,0
362,239.13.29.1,1,1,0
363,116.15.209.9,1,1,0
364,65.16.161.6,1,1,0
365,246.12.84.3,0,2,0
366,175.13.174.8,0,2,0
367,169.2.83.5,0,1,0
368,236.14.222.7,0,2,0
369,201.2.193.8,1,1,0
370,187.5.11.5,1,1,0
371,111.13.226.4,0,1,0
372,15.9.80.2,1,2,0
373,204.4.195.9,1,2,0
374,60.14.30.3,0,2,0
375,61.9.169.8,1,2,0
376,34.2.242.2,0,1,0
377,98.7.70.1,0,2,0
378,76.6.37.1,0,2,0
379,225.12.4.9,0,2,0
380,238.16.130.9,1,1,0
381,160.11.233.3,0,1,0
382,106.0.233.5,1,2,0
383,94.4.159.3,1,1,0
384,13.13.155.9,1,1,0
385,217.14.184.7,1,1,0
386,26.10.240.9,0,1,0
387,171.8.239.7,0,2,0
388,96.11.183.5,0,2,0
389,219.11.170.8,1,1,0
390,233.1.12.3,1,2,0
391,242.12.15.6,0,1,0
392,115.8.88.1,1,2,0
393,123.2.151.1,1,1,0
394,31.12.215.9,1,2,0
395,56.11.172.1,1,2,0
396,53.15.185.2,1,2,0
397,228.9.109.4,0,1,1
398,28.16.245.5,1,1,0
399,134.8.229.9,1,1,0
400,23.2.177.8,1,1,0
401,166.0.89.8,0,1,0
402,83.8.101.7,0,1,0
403,119.0.2.2,0,1,0
404,162.14.146.7,0,2,0
405,181.8.47.6,0,1,0
406,52.3.54.2,0,1,1
407,7.2.144.7,1,1,0
408,33.11.185.8,0,2,0
409,11.3.79.7,1,1,0
410,88.15.111.7,0,1,0
411,90.6.128.1,1,2,0
412,224.16.251.1,0,2,0
413,137.1.39.4,0,1,0
414,75.1.213.6,1,1,0
415,62.10.83.8,1,2,0
416,144.5.116.9,0,1,0
417,246.12.16.2,0,2,0
418,6.6.75.4,1,2,0
419,141.3.1.2,1,1,0
420,9.3.59.1,0,2,0
421,75.5.98.7,1,2,0
422,226.12.209.7,0,1,0
423,228.5.32.2,0,1,0
424,45.13.206.4,1,2,0
425,70.6.37.4,0,1,0
426,69.12.234.8,0,2,1
427,181.8.102.5,0,2,1
428,7.4.223.6,0,1,0
429,29.10.69.1,0,2,0
430,138.8.202.2,1,1,0
431,207.0.51.2,0,2,0
432,74.16.115.7,1,1,0
433,174.1.43.6,1,2,0
434,229.12.164.1,0,2,1
435,79.12.249.9,1,2,0
436,92.0.208.6,1,2,0
437,115.14.42.2,1,1,0
438,225.3.215.7,0,1,0
439,27.16.251.7,0,1,0
440,58.15.60.5,1,1,0
441,63.15.114.7,1,1,0
442,6.2.9.6,1,2,0
443,56.1.40.7,1,1,0
444,242.7.166.3,1,1,0
445,187.10.96.7,0,1,0
446,113.2.170.3,1,1,0
447,71.14.34.4,1,2,0
448,250.5.43.9,1,2,0
449,38.5.220.4,0,2,0
450,109.7.250.4,1,1,0
451,94.1.117.2,0,2,0
452,107.3.118.2,1,2,0
453,92.0.11.8,0,2,0
454,201.10.123.1,0,1,0
455,162.16.109.1,1,2,0
456,190.14.55.7,0,2,0
457,193.16.234.9,1,2,0
458,181.10.232.5,0,2,0
459,162.1.143.3,1,1,0
460,229.12.238.1,1,1,0
461,179.5.180.7,1,2,0
462,44.6.145.4,0,1,0
463,210.13.76.3,1,2,0
464,7.10.109.6,0,1,0
465,83.7.114.7,1,2,0
466,83.15.120.3,1,1,0
467,48.14.200.3,0,1,0
468,16.3.192.6,0,2,0
469,183.0.209.5,0,2,0
470,35.8.115.8,1,2,0
471,120.2.74.9,0,2,0
472,122.13.235.5,0,1,0
473,240.13.123.2,1,2,0
474,2.14.241.5,1,1,0
475,198.4.134.1,1,2,0
476,69.1.183.6,0,1,0
477,32.12.122.7,1,1,0
478,75.0.46.9,0,2,0
479,227.12.216.3,0,1,0
480,226.3.104.3,1,1,0
481,141.5.46.8,1,1,0
482,1.12.137.9,1,2,0
483,82.16.251.6,1,1,0
484,30.9.74.6,0,1,0
485,8.9.9.3,1,2,0
486,121.9.36.5,1,1,0
487,152.16.186.9,1,1,0
488,102.15.229.7,0,2,0
489,247.14.34.4,1,1,0
490,57.0.51.8,1,1,0
491,161.10.253.3,0,1,1
492,203.1.72.5,1,2,0
493,105.16.158.2,0,2,0
494,135.1.75.1,1,1,0
495,100.6.242.5,1,1,0
496,74.8.213.2,1,1,0
497,210.3.55.4,1,1,0
498,47.13.86.6,1,1,0
499,221.5.80.4,1,2,0
500,189.5.76.6,0,1,0
501,80.1.72.2,0,2,0
502,222.6.234.9,1,1,0
503,197.1.76.2,1,1,0
504,84.10.119.7,0,1,0
505,14.0.169.3,1,2,0
506,15.2.229.4,1,1,0
507,214.4.17.4,1,1,0
508,146.1.240.8,0,1,1
509,194.15.61.6,0,1,0
510,201.4.122.7,0,2,0
511,193.15.194.3,1,1,0
512,189.16.93.6,1,1,0
513,78.16.207.1,0,2,0
514,145.1.129.4,0,2,0
515,12.5.6.2,1,2,0
516,204.5.123.4,0,1,0
517,64.3.207.7,0,1,0
518,61.16.43.3,0,2,1
519,23.1.230.7,0,1,0
520,164.9.107.2,1,1,0
521,101.4.131.8,0,1,0
522,114.16.17.3,0,1,0
523,159.2.3.3,0,1,0
524,74.13.29.3,0,1,0
525,35.8.181.5,1,2,0
526,121.7.122.4,0,2,0
527,197.11.11.1,1,2,0
528,137.7.231.1,0,2,0
529,220.8.227.6,1,1,0
530,78.8.177.3,1,2,0
531,52.8.174.6,0,2,0
532,128.7.20.4,0,1,0
533,89.7.1.5,0,1,0
534,4.3.218.3,1,1,0
535,197.1.80.4,1,2,0
536,65.8.191.7,0,2,0
537,68.13.100.8,0,2,0
538,68.3.222.3,1,1,0
539,137.12.23.8,0,2,0
540,249.7.146.4,0,2,0
541,97.7.53.3,0,2,0
542,139.9.150.7,1,2,0
543,73.11.1.2,1,1,0
544,116.3.207.3,1,1,0
545,125.0.30.9,1,2,0
546,33.12.63.4,0,1,0
547,106.5.234.2,1,1,0
548,46.16.167.3,0,2,0
549,36.2.164.9,1,1,0
550,228.15.223.1,0,2,0
551,237.4.163.9,0,1,0
552,79.4.94.4,1,2,0
553,177.14.5.9,0,1,0
554,65.0.247.6,1,2,0
555,141.10.80.7,0,2,0
556,163.13.129.8,0,2,0
557,249.1.79.2,0,1,0
558,63.5.128.7,1,2,0
559,93.0.164.3,0,1,0
560,112.13.38.6,1,1,0
561,220.2.14.8,1,1,0
562,3.9.10.6,0,1,0
563,230.6.115.4,1,2,0
564,194.10.154.4,1,1,0
565,156.1.224.9,0,2,0
566,218.0.207.8,1,2,0
567,201.9.251.2,0,1,0
568,192.1.178.3,0,2,0
569,27.9.222.5,1,2,0
570,188.13.217.9,0,2,1
571,85.9.138.3,1,1,0
572,113.11.96.5,0,1,0
573,99.4.165.5,1,2,0
574,29.5.117.6,0,2,0
575,179.7.26.3,1,2,0
576,155.1.246.7,1,1,0
577,40.7.72.7,1,2,0
578,225.11.52.8,0,1,0
579,252.1.158.7,0,2,0
580,74.7.176.2,1,2,0
581,49.5.128.1,1,2,0
582,218.0.215.7,1,1,0
583,5.11.94.3,0,2,0
584,17.9.225.6,1,1,0
585,223.0.106.2,0,2,0
586,226.11.59.8,0,1,0
587,166.2.140.4,0,1,0
588,101.5.11.2,1,1,0
589,146.2.222.7,1,2,0
590,53.1.47.7,1,2,0
591,165.12.235.9,1,2,0
592,241.1.205.5,1,2,0
593,12.2.118.2,0,2,0
594,178.14.133.1,1,2,0
595,155.3.185.8,0,2,0
596,5.5.60.4,1,2,0
597,127.0.81.6,1,2,0
598,249.14.24.3,1,1,0
599,31.11.23.7,1,1,0
600,25.6.62.5,1,2,0
601,90.3.246.6,1,1,0
602,195.8.31.7,1,2,0
603,247.2.7.2,1,2,0
604,215.7.127.5,0,1,0
605,60.1.203.2,0,1,0
606,24.5.222.1,0,1,0
607,168.2.3.8,1,1,0
608,50.8.249.5,0,2,0
609,36.3.59.8,0,1,0
610,242.5.125.2,1,1,0
611,80.14.171.2,1,2,0
612,136.10.188.1,1,1,0
613,97.10.139.1,1,2,0
614,30.7.4.8,0,1,0
615,246.12.174.1,1,2,0
616,29.15.148.6,1,1,0
617,19.1.149.5,1,1,0
618,17.10.44.8,0,2,0
619,191.5.68.4,1,1,0
620,61.6.155.8,0,1,0
621,56.10.203.9,1,2,0
622,217.12.115.5,0,2,0
623,250.9.194.6,0,2,1
624,10.5.23.7,1,1,0
625,100.1.87.9,0,2,0
626,91.3.72.3,1,2,0
627,179.2.23.6,0,1,0
628,244.14.111.6,1,2,0
629,178.11.5.3,1,1,0
630,40.16.18.9,0,2,0
631,123.9.222.9,0,2,0
632,174.15.96.6,0,2,0
633,203.0.220.1,0,2,0
634,215.11.87.9,0,1,0
635,47.7.192.4,0,1,0
636,122.7.33.4,0,1,0
637,35.5.254.7,0,1,0
638,31.10.162.3,0,1,1
639,69.15.102.3,1,1,0
640,18.1.251.2,1,2,0
641,156.11.156.8,1,1,0
642,159.7.233.7,1,1,0
643,40.1.190.3,1,1,0
644,43.16.133.5,1,1,0
645,244.12.250.6,1,1,0
646,12.6.111.4,0,1,0
647,151.9.114.7,0,2,0
648,82.6.38.2,1,1,0
649,115.8.146.1,0,2,0
650,29.6.41.1,0,2,0
651,130.3.148.8,1,1,0
652,226.1.149.6,1,2,0
653,27.13.36.3,0,1,0
654,227.9.186.5,0,2,0
655,239.3.203.2,0,2,0
656,105.10.250.3,0,2,1
657,129.15.231.1,0,1,0
658,75.5.157.5,1,2,0
659,51.3.40.6,1,1,0
660,150.11.62.2,0,2,0
661,149.2.114.1,1,2,0
662,130.0.65.5,1,1,0
663,124.2.137.3,0,2,0
664,146.2.113.6,1,1,0
665,146.1.167.7,1,1,0
666,70.7.231.2,1,2,0
667,20.14.22.1,1,1,0
668,133.7.136.2,1,1,0
669,149.14.52.9,0,2,0
670,56.3.155.2,1,2,0
671,28.3.134.8,1,2,0
672,92.5.145.8,1,1,0
673,122.5.80.5,1,2,0
674,114.4.230.9,1,2,0
675,95.0.128.5,0,1,1
676,32.14.24.4,1,1,0
677,133.7.46.6,1,1,0
678,234.13.146.1,1,1,0
679,132.3.91.4,0,2,0
680,19.10.194.8,1,1,0
681,7.6.216.6,1,1,0
682,78.0.164.3,1,1,0
683,71.9.36.6,0,2,0
684,191.3.204.5,0,2,0
685,194.13.246.8,1,2,0
686,25.12.136.1,1,1,0
687,229.2.250.2,1,1,0
688,142.15.152.8,0,2,0
689,120.15.136.7,0,2,0
690,173.12.225.6,0,1,0
691,123.5.254.8,1,2,0
692,202.15.86.6,0,2,0
693,190.8.195.8,0,2,0
694,126.3.40.6,1,1,0
695,229.14.94.3,0,2,0
696,149.14.201.2,1,1,0
697,32.9.129.3,0,1,0
698,24.3.254.5,0,1,0
699,27.4.208.8,0,1,0
700,84.14.237.3,1,1,0
701,107.6.161.3,1,1,0
702,70.10.58.7,0,1,0
703,9.5.193.8,0,1,0
704,226.2.59.3,1,2,0
705,76.0.163.8,0,1,0
706,135.0.141.1,0,1,0
707,78.7.98.4,1,1,0
708,90.9.72.8,1,1,0
709,132.3.4.7,0,2,0
710,4.14.127.3,0,2,1
711,196.10.140.5,0,1,0
712,251.2.130.1,1,1,0
713,183.0.245.6,1,1,0
714,46.14.146.3,0,2,0
715,95.12.243.7,1,2,0
716,185.11.238.6,0,1,0
717,160.12.207.3,1,1,0
718,171.13.152.2,0,1,0
719,118.12.90.9,0,2,0
720,128.11.126.3,0,2,0
721,47.6.117.1,1,2,0
722,154.1.144.4,0,1,0
723,224.14.168.9,1,2,0
724,103.14.183.1,1,2,0
725,205.10.134.8,1,2,0
726,91.15.198.4,0,1,0
727,145.2.125.7,1,1,0
728,169.0.48.7,1,1,0
729,14.3.83.4,0,1,0
730,175.12.167.4,1,1,0
731,55.6.106.3,0,1,0
732,103.9.88.5,0,2,1
733,139.4.201.4,1,2,0
734,12.3.139.3,1,2,0
735,80.4.229.3,0,2,0
736,43.15.224.8,1,1,0
737,247.3.82.7,0,2,0
738,12.15.14.6,0,1,0
739,15.10.199.9,1,1,0
740,169.3.154.3,1,2,0
741,204.1.49.5,0,2,0
742,40.10.157.5,0,1,0
743,59.7.181.2,1,1,0
744,51.1.230.6,0,1,0
745,10.11.65.2,1,2,0
746,104.1.156.9,1,2,0
747,35.12.60.4,1,2,0
748,42.5.19.1,1,2,0
749,165.9.166.8,1,2,0
750,109.9.203.5,0,2,0
751,56.2.199.9,0,1,0
752,2.14.67.3,0,1,0
753,165.15.166.4,0,2,0
754,101.0.154.7,1,1,0
755,123.6.103.6,0,1,0
756,151.10.195.1,1,2,0
757,160.3.150.2,0,2,0
758,88.12.18.9,0,1,0
759,200.2.109.5,0,2,0
760,81.3.90.9,1,2,0
761,162.9.102.7,1,2,0
762,8.4.85.1,0,1,0
763,185.5.15.5,0,2,0
764,162.12.66.3,1,2,0
765,91.7.78.6,0,2,1
766,68.0.102.6,0,2,0
767,26.16.12.3,0,1,0
768,171.1.93.5,1,2,0
769,161.2.117.6,1,2,0
770,230.8.166.3,0,2,0
771,113.5.219.4,1,1,0
772,222.10.109.8,1,1,0
773,143.6.182.7,1,1,0
774,8.11.164.8,1,1,0
775,157.14.56.5,1,1,0
776,161.3.130.9,1,1,0
777,156.15.129.1,1,1,0
778,178.0.15.6,1,1,0
779,90.8.117.9,1,1,0
780,83.10.187.1,1,1,0
781,214.8.72.2,1,2,0
782,245.12.231.7,1,2,0
783,126.6.146.2,1,1,0
784,50.15.31.4,0,2,0
785,99.7.126.9,1,1,0
786,99.12.254.7,1,2,0
787,112.11.188.6,0,1,0
788,59.2.226.3,0,2,0
789,13.12.66.4,1,2,0
790,128.14.55.6,0,1,0
791,215.14.237.9,0,2,0
792,24.6.177.9,1,2,0
793,161.3.173.2,1,2,0
794,186.0.165.7,1,1,0
795,20.9.191.7,0,1,1
796,207.5.97.2,0,2,0
797,125.8.201.5,1,1,0
798,205.16.172.1,1,1,0
799,149.14.179.7,1,2,0
800,164.15.183.2,0,2,0
801,47.8.148.4,0,2,0
802,15.1.165.7,1,2,0
803,40.4.94.4,0,2,0
804,223.5.45.3,1,1,0
805,59.15.84.9,0,1,1
806,21.0.178.7,0,1,0
807,21.11.35.1,0,1,0
808,89.13.73.4,1,2,0
809,38.0.24.4,1,1,0
810,201.4.124.8,0,1,0
811,163.4.221.5,1,2,0
812,157.11.78.5,0,1,0
813,181.16.34.4,0,1,0
814,52.9.244.4,1,2,0
815,1.13.82.1,0,2,0
816,147.6.184.7,0,1,0
817,238.14.138.3,0,1,0
818,206.13.187.4,1,1,0
819,139.8.184.2,0,1,0
820,97.13.174.7,0,2,0
821,108.2.7.7,0,2,0
822,119.2.95.6,0,2,0
823,14.6.170.7,1,1,0
824,63.7.108.3,0,1,0
825,18.11.104.5,0,2,0
826,141.6.128.7,1,2,0
827,149.7.194.2,1,2,0
828,56.11.170.2,0,1,0
829,229.8.147.4,1,2,0
830,52.11.75.8,1,2,0
831,123.11.62.1,1,2,0
832,211.7.72.8,0,2,0
833,52.4.240.4,0,2,0
834,87.7.149.5,1,2,0
835,68.3.182.9,0,2,0
836,154.9.103.5,1,2,0
837,247.1.23.4,1,1,0
838,54.10.22.3,1,1,0
839,205.15.203.9,1,1,0
840,96.13.30.4,0,1,0
841,235.3.118.2,0,2,0
842,186.12.61.1,0,2,0
843,160.4.232.2,1,2,0
844,224.15.174.3,0,1,0
845,80.12.31.4,1,2,0
846,54.0.158.5,1,1,0
847,219.3.12.5,1,2,0
848,181.9.216.9,1,1,0
849,117.15.151.6,1,1,0
850,60.8.97.3,1,1,0
851,145.4.225.6,0,1,0
852,83.5.255.6,1,2,0
853,15.14.15.2,1,2,0
854,199.5.142.3,0,1,0
855,136.16.225.9,0,2,0
856,189.1.141.8,0,2,0
857,219.3.207.1,0,1,0
858,201.14.43.5,0,1,0
859,241.8.73.3,1,2,0
860,132.8.62.7,1,1,0
861,204.6.13.5,0,1,0
862,196.6.162.4,0,1,0
863,179.15.215.9,0,1,0
864,212.6.178.5,1,1,0
865,227.6.189.4,0,2,1
866,247.6.84.1,0,2,0
867,213.12.231.5,1,1,0
868,180.13.191.5,0,2,0
869,126.16.200.4,0,2,0
870,46.13.198.9,0,2,0
